id,gender,race,appointed_date,rank,birth_year,complaint_percentile
22163,F,Hispanic,1987-12-07,Deputy Chief,1964,61.9579
28926,M,White,1994-07-05,Police Officer,1961,69.4981
16469,F,Black,1993-11-22,Police Officer,1969,67.2467
16272,M,White,1994-01-18,Police Officer,1962,65.9929
1838,M,White,1980-02-11,Police Officer,1954,31.1200
3613,F,White,1992-06-29,Police Officer,1956,28.7648
11930,M,White,2001-03-26,Police Officer,1970,83.4053
14094,M,White,1971-10-12,Police Officer,1948,63.1179
11865,M,Black,1985-09-09,Police Officer,1956,32.9757
5663,M,Black,1998-06-29,Police Officer,1957,96.1484
10623,M,White,1968-02-05,Detective,1947,24.3431
19492,F,Hispanic,2003-02-24,Police Officer,1980,88.5178
6540,M,Black,2003-09-29,Police Officer,1972,82.6258
24765,M,White,1981-06-08,Commander,1953,22.4648
18658,F,White,2005-01-03,Police Officer,1976,59.1647
14608,M,White,1999-06-21,Police Officer,1969,39.7883
24296,M,Hispanic,2005-01-03,Police Officer,1975,27.8858
30087,M,Black,1977-07-18,Police Officer,1948,82.9131
7704,M,Black,2000-01-24,Detective,1954,61.0026
4464,M,Hispanic,2006-09-25,Police Officer,1982,87.7001
15360,M,White,1999-05-10,Detective,1970,98.0589
18050,M,Black,1975-05-16,Police Officer,1945,61.7386
23252,M,White,1998-10-13,Police Officer,1973,85.4839
16891,M,White,2000-06-19,Police Officer,1965,61.9426
10570,M,Black,1993-12-13,Police Officer,1964,
30973,M,Black,2001-05-29,Police Officer,1962,68.0830
27423,F,Black,1992-12-07,Sergeant,1956,81.4871
757,F,White,1989-02-14,Police Officer,1964,25.3686
32131,M,Black,1999-12-13,"",1970,60.7199
15495,M,White,1957-07-01,Sergeant,1935,36.9493
9406,M,White,2001-10-29,Police Officer,1968,38.0538
29622,M,White,1970-09-14,Police Officer,1947,20.5269
783,M,Hispanic,2013-04-01,Police Officer,1988,70.0027
2990,M,White,1968-03-25,Police Officer,1946,63.9179
626,M,White,1970-09-14,Sergeant,1949,60.0107
7311,F,White,2001-05-29,Police Officer,1975,93.6429
26387,F,Hispanic,2003-09-29,Police Officer,1980,82.6258
30673,F,Black,1986-09-08,Detective,1958,44.3757
19000,M,White,1973-10-22,Police Officer,1948,64.0190
13341,M,White,1960-10-17,Police Officer,1936,39.5886
3392,M,Black,1964-06-29,Detective,1941,35.4653
24130,M,White,1961-01-16,Captain,1937,44.8881
4667,M,Hispanic,2004-10-25,Police Officer,1968,44.5875
29461,M,Hispanic,1972-04-03,Police Officer,1938,68.3320
11243,M,White,2002-09-30,Police Officer,1975,96.7292
9187,M,White,1967-09-18,Police Officer,1939,67.4585
2266,F,White,2003-04-28,Police Officer,1980,60.1620
23538,M,Hispanic,2002-12-02,Police Officer,1972,18.4785
14124,M,White,1995-10-23,Sergeant,1973,89.0031
28232,F,Black,1982-11-29,Detective,1957,56.1800
26494,F,Black,1998-10-13,Detective,1963,33.0786
614,M,Black,1986-11-17,Police Officer,1957,60.4780
29423,M,Hispanic,1998-06-08,Police Officer,1972,89.4335
16330,F,White,1994-05-31,Police Officer,1951,49.8297
7472,F,White,1985-12-16,Police Officer,1956,55.0202
3872,M,White,1977-01-03,Police Officer,1951,22.0928
16647,M,Black,1980-06-23,Police Officer,1940,61.0207
7308,F,White,1986-11-17,Sergeant,1965,51.4692
19149,M,Black,1990-03-26,Lieutenant,1966,62.7756
11232,M,White,1985-04-08,Detective,1959,72.0225
19969,M,Black,2013-02-19,Police Officer,1982,86.7449
28279,M,Black,1999-12-13,Police Officer,1961,51.7099
31961,M,White,1996-11-04,Police Officer,1973,91.0244
3665,M,Black,2008-05-19,Police Officer,1971,94.1768
9185,F,White,1998-06-29,Police Officer,1975,63.4099
22107,M,White,1983-02-14,Police Officer,1960,24.8591
32093,M,White,1991-12-02,"",1958,16.2623
1551,M,White,1965-07-19,Police Officer,1942,58.6746
5266,F,White,1986-11-17,Police Officer,1937,26.6093
31027,F,Black,1987-03-09,Police Officer,1958,60.8224
7341,M,Black,1957-07-01,Sergeant,1931,0.0000
20371,M,Black,1967-02-13,Police Officer,1939,31.8728
27897,M,White,2000-01-24,Police Officer,1963,74.4832
10232,M,White,1966-02-28,Police Officer,1936,24.8517
4816,M,White,1998-06-08,Sergeant,1966,97.5775
19826,M,White,1959-12-16,Sergeant,1936,48.8187
15849,M,White,2003-02-24,Sergeant,1972,68.8396
4940,M,White,1962-11-20,Police Officer,1939,84.9048
16336,F,Black,1997-08-04,Detective,1967,66.6616
27909,F,Black,1986-12-22,Police Officer,1958,59.0300
3248,M,White,1977-07-18,Police Officer,1951,35.2820
9162,M,Black,1965-04-05,Police Officer,1936,64.3352
21100,M,White,1973-03-19,Sergeant,1952,73.9279
22002,M,White,1973-03-19,Deputy Chief,1950,56.0431
29675,M,White,1972-02-01,Police Officer,1950,31.8633
20048,M,White,1961-10-09,Police Officer,1940,84.3460
635,M,White,2003-10-27,Police Officer,1977,77.7387
23983,F,Black,1998-06-29,Police Officer,1959,32.7920
5046,M,White,1987-03-09,Sergeant,1955,75.4958
9222,F,White,1974-02-19,Commander,1950,26.2758
52,M,Hispanic,1999-03-08,Police Officer,1972,77.6929
4766,F,Black,2005-10-31,Police Officer,1966,47.6291
4789,M,Hispanic,1996-12-02,Police Officer,1972,90.4283
4833,M,White,1961-01-09,Detective,1939,51.1015
18218,M,White,1968-04-29,Police Officer,1946,20.2896
2674,F,Black,1978-02-27,Police Officer,1948,
27998,M,White,1961-01-23,Detective,1938,35.7589
3405,M,White,2000-01-24,Police Officer,1968,68.5835
7659,M,White,1998-09-28,Police Officer,1970,87.8339
24715,M,White,1995-06-05,Police Officer,1968,68.2511
14166,F,White,1986-07-14,Police Officer,1960,25.1961
7725,M,White,1994-07-05,Sergeant,1967,92.4917
11800,M,White,1986-06-16,Sergeant,1965,28.0005
17929,M,White,1975-05-16,Police Officer,1939,46.2553
12832,M,White,1997-07-07,Sergeant,1967,51.5953
13257,M,White,1968-11-25,Police Officer,1948,32.7436
4054,M,Black,1998-05-26,Police Officer,1974,96.6616
2241,M,Black,2004-09-27,Police Officer,1974,69.1720
20559,M,White,1970-09-14,Detective,1946,19.7166
9058,M,White,2000-08-14,Police Officer,1968,42.0313
28242,M,Black,1994-08-01,Police Officer,1968,
6797,M,White,1994-08-01,Police Officer,1969,96.6528
22892,M,White,1966-04-18,Police Officer,1945,32.1629
6009,M,White,1997-08-04,Detective,1973,93.4278
30240,M,Black,1986-10-13,Police Officer,1961,84.4919
5674,M,Black,1990-08-27,Police Officer,1963,89.2094
4777,M,White,1958-05-01,Lieutenant,1935,0.0000
5332,M,Black,2000-06-19,Police Officer,1975,93.8367
17920,M,White,1970-09-14,Detective,1943,39.3283
10012,M,Black,1994-12-05,Police Officer,1953,95.3403
3615,M,White,1995-10-23,Police Officer,1973,82.4768
32465,F,Black,1999-11-29,Police Officer,1968,76.1810
18240,M,White,1983-02-14,Police Officer,1949,31.0297
30184,M,Black,1967-11-20,Sergeant,1941,25.2778
2850,F,Black,1994-05-31,Police Officer,1965,89.1712
27369,M,White,1997-08-04,Police Officer,1969,69.5165
11801,F,White,1989-02-14,Police Officer,1964,36.0590
29156,M,White,1999-11-29,Police Officer,1976,81.1318
31495,M,White,1969-03-31,Sergeant,1948,49.0394
7662,M,White,1980-06-23,Police Officer,1954,30.5988
4286,M,White,1994-08-01,Police Officer,1968,98.5971
6085,M,White,1997-09-02,Police Officer,1971,89.4387
18032,M,White,1968-01-22,Sergeant,1943,28.8404
30861,M,Black,1994-08-01,Police Officer,1970,69.3669
30607,M,Black,1996-07-08,Detective,1972,95.5485
6399,M,White,1997-08-04,Sergeant,1972,86.3093
31389,F,Hispanic,2003-02-24,Police Officer,1970,53.6548
8947,F,White,1986-08-11,Captain,1957,69.9508
27895,M,White,1968-06-24,Police Officer,1941,75.6841
2028,M,Black,1982-08-30,Police Officer,1946,57.5060
13254,F,White,2006-11-27,Police Officer,1981,80.1230
6199,M,Asian/Pacific,1990-03-26,Detective,1961,57.3230
8214,M,White,2006-12-18,Sergeant,1980,66.2680
488,M,Hispanic,1998-06-29,Sergeant,1972,76.1721
9579,M,Hispanic,2006-05-22,Police Officer,1980,57.2810
28315,M,White,1999-03-08,Police Officer,1973,84.7121
27350,M,White,1954-02-16,Police Officer,1930,45.2634
7035,M,White,2002-02-25,Detective,1975,73.3636
16093,M,White,2003-04-28,Police Officer,1980,72.9663
15802,M,White,1996-11-04,Police Officer,1969,82.7621
4413,F,Black,1991-01-30,Detective,1956,40.7633
22556,M,White,1996-07-08,Police Officer,1971,49.7918
11942,M,White,1991-12-02,Sergeant,1970,34.8248
7358,F,Black,1986-11-17,Police Officer,1950,27.0216
13536,M,White,1990-08-27,Police Officer,1950,93.4473
6935,M,Asian/Pacific,2006-03-27,Sergeant,1983,63.6926
6692,F,Hispanic,1982-08-30,Captain,1960,62.4152
11883,M,White,1973-02-19,Police Officer,1942,59.8352
7943,M,Asian/Pacific,1986-10-13,Police Officer,1959,66.4514
26105,M,Black,1982-07-19,Police Officer,1957,63.9972
31528,M,White,2006-07-31,Police Officer,1978,70.4864
13504,F,Black,1994-01-18,Police Officer,1952,43.3616
17281,M,White,2000-10-10,Police Officer,1975,
20073,M,White,1993-11-22,Sergeant,1965,86.0265
4331,F,White,2012-08-31,Police Officer,1980,59.0807
21176,M,White,1992-01-02,Police Officer,1965,56.8377
28527,M,Black,1969-11-04,Commander,1947,28.5936
1606,M,Black,1986-12-22,Police Officer,1945,51.8706
17382,M,White,1996-11-04,Police Officer,1961,87.4709
21256,M,Black,1992-09-28,Detective,1970,74.9188
15500,M,White,1988-01-25,Police Officer,1950,92.3185
23112,M,Hispanic,2004-04-26,Police Officer,1972,67.8576
28024,M,Black,2006-12-18,Police Officer,1976,88.2007
1357,M,Black,1986-08-11,Police Officer,1962,94.2598
17192,F,White,1999-09-13,Police Officer,1949,23.9686
17759,M,White,1966-07-25,Police Officer,1944,60.0860
22222,F,Black,2006-12-18,Police Officer,1981,51.2743
2069,M,Black,2012-10-05,Field Training Officer,1983,37.0181
31714,M,White,1967-12-18,Police Officer,1938,39.4824
7923,M,White,1973-10-22,Commander,1951,25.9582
13812,M,Black,1966-10-24,Police Officer,1938,35.7277
15406,M,Asian/Pacific,2004-09-27,Police Officer,1967,51.8704
6030,M,White,1994-08-01,Police Officer,1964,79.3474
3052,M,Black,1989-12-26,Sergeant,1964,87.5056
19075,M,White,1988-01-25,Police Officer,1949,77.2602
4085,M,Black,1997-03-17,Detective,1961,79.9664
15697,F,Hispanic,2007-07-09,Police Officer,1980,43.9953
32089,M,Black,1994-12-05,Police Officer,1955,67.3685
18131,F,Black,2010-09-01,Police Officer,1973,27.5267
18925,M,White,1978-12-11,Sergeant,1953,17.2511
1233,M,White,1994-01-18,Sergeant,1954,44.6165
19649,F,White,1991-11-18,Detective,1962,77.1694
3971,M,White,1970-12-14,Police Officer,1947,22.8136
16837,M,White,1963-11-04,Police Officer,1939,39.5710
19112,M,Black,1966-02-28,Police Officer,1931,51.5776
24250,M,Black,1990-08-27,Police Officer,1964,51.2946
16721,M,Hispanic,2007-07-30,Police Officer,1980,61.8547
29810,F,Black,1977-01-03,Deputy Chief,1952,58.1961
8064,M,Hispanic,2013-03-05,Police Officer,1982,64.6976
15350,M,White,1965-02-15,Detective,1939,
25699,M,White,1986-08-11,Deputy Chief,1959,84.5542
27425,M,White,1995-07-10,Police Officer,1950,68.5033
10101,M,White,1991-12-16,Police Officer,1966,46.8496
26886,M,Black,1991-01-30,Police Officer,1966,88.0948
8353,M,White,1959-03-01,Detective,1934,54.3406
13054,M,Black,1988-11-07,Detective,1958,88.5441
31739,F,White,1991-11-18,Lieutenant,1969,26.8045
558,M,White,2012-10-31,Police Officer,1976,37.4804
19835,M,White,2001-05-29,Police Officer,1975,89.3852
3142,M,White,1973-03-19,Sergeant,1949,31.6592
25232,F,White,1974-02-19,Detective,1948,33.8593
30548,M,Black,2012-12-14,Police Officer,1984,85.4648
7768,M,Black,1990-03-26,Police Officer,1962,33.3881
7993,M,White,1986-06-16,Sergeant,1956,82.5647
31429,M,White,1994-05-02,Police Officer,1967,89.9545
29496,M,Hispanic,1975-05-16,Sergeant,1951,18.7206
5390,M,White,1993-11-22,Sergeant,1964,68.1785
19131,M,Black,1991-12-02,Police Officer,1967,87.4327
3037,F,Black,1990-07-30,Police Officer,1963,65.6834
31720,M,White,1968-12-09,Police Officer,1948,48.8324
4882,M,Black,1968-08-26,Sergeant,1941,57.9238
32240,F,White,2006-05-22,Police Officer,1982,96.0070
11138,M,White,1996-05-06,Police Officer,1966,45.1148
28624,F,White,2004-10-25,Police Officer,1979,40.2849
15906,M,White,2004-09-27,Police Officer,1978,82.6793
7562,F,Black,1977-01-03,Police Officer,1940,19.5499
4389,M,Black,2002-12-02,Police Officer,1963,68.1021
8082,M,Hispanic,1999-11-29,Police Officer,1971,94.8454
10386,M,White,1968-12-09,Police Officer,1946,39.9658
267,M,White,1962-02-26,Police Officer,1940,35.7027
31445,F,White,2002-07-29,Police Officer,1973,20.9482
682,M,White,1985-03-04,Lieutenant,1959,67.0233
15762,M,Black,1999-07-12,Police Officer,1968,91.4766
12852,M,Black,1972-04-03,Police Officer,1946,60.7830
27435,M,White,1995-10-23,Police Officer,1964,89.9507
5062,M,Black,2000-08-14,Police Officer,1971,92.0102
7269,M,White,1972-10-23,Police Officer,1947,15.2337
16836,M,White,1987-12-07,Sergeant,1949,69.4898
14604,M,White,2003-10-27,Police Officer,1980,49.1880
8403,M,Hispanic,1982-07-19,Police Officer,1956,54.7432
31707,M,White,1987-12-07,Police Officer,1963,56.1554
28069,M,White,1999-10-04,Field Training Officer,1976,95.1588
10803,M,White,2006-01-23,Police Officer,1971,77.9467
26291,M,White,2005-09-26,Police Officer,1975,97.5660
7801,M,White,1990-08-27,Sergeant,1969,51.9239
25574,M,White,2012-10-31,Police Officer,1976,60.8613
27467,M,White,1970-06-15,Police Officer,1940,0.0000
25753,M,White,1970-09-14,Detective,1946,26.4467
13993,M,White,1966-06-20,Sergeant,1944,36.4953
5470,F,White,2012-08-31,Police Officer,1978,59.0807
24378,M,Hispanic,2013-05-01,Police Officer,1986,66.3979
4385,M,White,1965-06-14,Police Officer,1942,90.6496
1283,M,White,2002-07-29,Police Officer,1967,85.9845
27527,M,White,1982-08-30,Sergeant,1956,27.2127
31530,M,White,1966-06-20,Police Officer,1936,66.9977
7409,F,Black,1997-03-17,Police Officer,1956,16.8775
14848,M,White,1953-07-13,Police Officer,1926,
29391,M,Hispanic,1972-04-03,Sergeant,1947,48.7543
16229,M,White,1968-07-10,Police Officer,1938,79.6678
18644,M,White,2001-08-27,Police Officer,1979,94.9486
26233,M,White,1967-10-23,Detective,1939,60.9887
28162,M,White,2006-02-21,Police Officer,1983,95.0365
9373,M,White,1978-12-11,Police Officer,1952,79.5355
7920,F,White,1998-10-13,Sergeant,1968,17.2022
29862,M,White,1971-10-25,Police Officer,1947,67.3191
3682,M,White,1990-03-26,Police Officer,1946,66.8317
15398,M,White,1986-07-14,Police Officer,1963,31.5884
22753,F,White,1986-08-11,Police Officer,1962,42.1535
66,M,Hispanic,1976-04-26,Police Officer,1948,48.4446
6613,M,Hispanic,2002-08-26,Police Officer,1976,52.5200
19113,M,Black,1985-11-18,Police Officer,1958,35.1623
11626,M,Black,1982-02-01,Police Officer,1948,18.6400
9011,M,White,1967-02-27,Police Officer,1940,26.0776
5605,M,White,1970-01-19,Police Officer,1948,25.1324
6280,M,White,1978-12-11,Detective,1955,38.2980
9491,F,White,1988-01-25,Police Officer,1959,72.9182
28473,F,Black,1986-07-14,Police Officer,1964,45.7005
21271,M,Hispanic,1966-05-09,Sergeant,1941,0.0000
709,M,White,2006-12-18,Detective,1983,51.2743
15251,M,White,2002-12-02,Police Officer,1978,82.9964
11400,M,Black,2004-01-26,Police Officer,1970,93.8749
31163,F,White,2001-02-05,Detective,1975,23.8203
23913,F,Black,1997-07-07,Police Officer,1963,86.1717
31955,M,White,1994-05-02,Police Officer,1970,92.3159
10526,M,White,1968-02-19,Detective,1945,70.4963
4131,F,White,1989-02-14,Lieutenant,1960,49.9026
6627,M,White,1970-03-02,Sergeant,1947,20.3277
29048,M,Black,1994-05-02,Police Officer,1961,46.3337
7144,M,White,2013-11-04,Police Officer,1988,72.7370
17551,F,Hispanic,1991-01-30,Police Officer,1958,40.3825
26788,M,Black,1982-02-01,Police Officer,1952,56.0597
18652,M,White,2005-10-31,Police Officer,1980,29.3684
27955,M,White,1991-12-16,Police Officer,1966,30.9503
14944,M,Black,1999-11-15,Police Officer,1958,
2501,M,Black,1968-10-28,Detective,1940,40.8224
15546,M,White,2001-05-29,Police Officer,1977,68.0830
24216,F,Black,1992-01-02,Police Officer,1969,50.4146
10100,M,White,1991-01-02,Police Officer,1967,91.3225
26767,M,White,2001-06-25,Police Officer,1968,92.2815
19814,M,White,1969-07-07,Field Training Officer,1938,79.2150
20043,M,White,1968-05-27,Sergeant,1943,62.9765
2791,M,White,1968-04-29,Police Officer,1941,51.8774
28663,M,Black,1970-12-14,Police Officer,1946,81.5602
2956,F,Black,1982-02-01,Police Officer,1942,89.9228
3422,M,Black,1993-05-17,Detective,1955,83.1722
17459,M,White,1968-08-26,Police Officer,1943,33.4441
22664,M,White,1983-02-14,Police Officer,1953,21.4323
10743,F,White,2004-11-29,Police Officer,1974,36.2080
5013,M,Black,1981-06-08,Sergeant,1950,45.7631
5915,M,White,1977-04-04,Sergeant,1947,83.8194
16864,M,White,1996-03-18,Lieutenant,1971,76.4931
23098,M,White,1970-01-19,Police Officer,1948,32.0665
8177,F,White,1998-03-16,Police Officer,1960,
12930,M,Hispanic,1995-09-05,Detective,1972,88.0096
30368,M,White,2007-04-02,Police Officer,1970,43.0018
17423,F,White,1991-11-18,Police Officer,1954,53.4447
26530,M,White,2000-08-14,Sergeant,1976,88.2236
3312,M,White,1971-06-14,Police Officer,1946,55.6251
3278,F,Black,1990-03-26,Police Officer,1956,27.2611
29856,M,Native American/Alaskan Native,1999-03-08,Police Officer,1962,72.2554
4771,M,Black,1994-07-05,Detective,1967,93.8214
24862,M,White,1972-04-03,Police Officer,1947,78.9410
20303,M,White,1972-04-03,Detective,1950,61.9084
3801,M,White,1973-03-19,Police Officer,1950,0.0000
16022,M,White,2006-02-21,Police Officer,1979,97.1877
29783,F,White,1991-12-16,Police Officer,1942,52.4287
10916,M,White,1982-07-19,Police Officer,1955,16.2796
18393,M,White,1997-08-04,Sergeant,1966,86.3093
19626,M,Black,1977-01-03,Police Officer,1944,33.8587
19639,M,White,2000-06-19,Police Officer,1977,97.5125
7411,M,White,1996-12-02,Police Officer,1970,54.6445
23866,F,White,1987-12-07,Police Officer,1963,52.7248
8535,M,White,1971-06-14,Sergeant,1947,26.1192
8702,M,White,1994-10-03,Field Training Officer,1967,64.4645
5143,M,Black,1995-09-05,Police Officer,1952,84.8977
31913,M,White,2001-08-27,Police Officer,1968,60.3760
11855,M,Black,1994-12-05,Police Officer,1967,96.1102
19946,F,White,1995-10-23,Police Officer,1959,20.6412
26215,M,Black,1997-07-07,Police Officer,1972,69.3860
4207,M,Hispanic,1978-12-11,Police Officer,1950,92.8538
31856,M,Black,1999-11-15,Police Officer,1966,60.5479
24387,F,White,2005-12-05,Police Officer,1977,55.5539
28019,M,Native American/Alaskan Native,1985-12-16,Sergeant,1952,46.4531
22306,F,Black,2000-09-11,Police Officer,1970,67.8239
13087,M,Black,1998-10-26,Police Officer,1963,38.7108
19533,M,Black,1998-08-31,Police Officer,1963,57.9496
16971,F,Hispanic,1982-08-30,Chief,1957,41.6300
2884,M,White,1965-04-05,Sergeant,1941,39.3630
7769,M,Black,1966-06-06,Police Officer,1938,46.3960
24038,M,White,1998-08-31,Police Officer,1972,34.6641
25227,F,White,1974-02-19,Detective,1951,23.9710
29565,F,Hispanic,1996-12-02,Police Officer,1969,65.4579
20929,F,White,1994-07-05,Sergeant,1966,46.6279
12881,M,White,1976-03-08,Police Officer,1945,68.1272
15252,M,White,2003-02-24,Police Officer,1980,78.8315
4184,M,White,1967-01-23,Field Training Officer,1939,20.3608
16771,M,White,2000-06-19,Police Officer,1959,41.7141
20142,M,White,1998-07-27,Sergeant,1975,80.5319
22727,M,White,1970-01-19,Detective,1946,44.2648
22834,M,White,2004-04-26,Police Officer,1979,88.0905
2942,M,Black,1980-09-29,Police Officer,1944,70.4586
32185,M,Hispanic,2007-07-30,Police Officer,1982,98.3990
28429,M,Black,1996-07-08,Police Officer,1972,70.2380
3296,M,White,2012-12-14,Police Officer,1986,76.9134
31989,M,White,1997-08-04,Police Officer,1972,91.6778
22816,M,White,1998-06-29,Police Officer,1973,41.6707
10165,M,Hispanic,2004-01-26,Police Officer,1974,67.0551
4841,M,White,2010-09-01,Police Officer,1980,95.4415
22976,M,Black,2000-12-18,Police Officer,1970,58.6489
16218,M,Hispanic,1999-12-13,Police Officer,1975,60.7199
950,M,White,1966-11-14,Police Officer,1945,23.4174
8839,M,White,1972-10-23,Lieutenant,1946,83.8279
32141,M,Hispanic,2005-01-03,Police Officer,1971,95.0059
6617,M,Hispanic,1991-01-30,Police Officer,1964,26.3574
30921,F,Black,1991-12-02,Police Officer,1966,34.8248
32034,M,White,1998-10-13,Police Officer,1968,97.8564
531,M,White,1998-08-31,Police Officer,1974,53.5975
29836,F,Black,1994-08-01,Police Officer,1963,16.5756
19561,M,Hispanic,2012-10-05,Police Officer,1983,84.0740
28864,M,White,1994-05-31,Police Officer,1955,39.4354
2919,M,White,1991-11-18,Police Officer,1962,67.3952
30217,M,Black,1990-03-26,Police Officer,1966,71.3500
10231,M,White,1976-10-18,Police Officer,1955,89.4380
1916,M,White,1970-09-14,Detective,1948,19.2209
5607,M,White,1995-10-23,Police Officer,1966,44.2857
4974,F,Black,1982-03-01,Police Officer,1950,34.3245
23945,M,White,1998-04-13,Police Officer,1966,70.9144
23231,M,White,1964-06-01,Police Officer,1941,24.9258
14412,M,Black,1969-02-17,Police Officer,1942,0.0000
6734,M,White,1973-06-04,Sergeant,1947,77.8353
20972,M,White,1995-12-04,Sergeant,1971,34.7293
18648,M,White,2012-11-30,Police Officer,1985,76.3746
15247,M,White,1971-10-25,Detective,1941,31.7114
13206,M,Black,1968-08-26,Sergeant,1945,30.7233
18034,M,White,1968-09-16,Captain,1945,24.4670
20373,F,Black,2002-07-29,Police Officer,1969,63.0087
9938,F,White,1998-10-19,Police Officer,1956,63.8666
18376,M,White,1986-02-03,Sergeant,1955,56.1964
329,F,Black,1992-12-07,Police Officer,1951,34.3449
15796,M,White,1998-12-14,Police Officer,1970,79.2939
4494,M,White,1980-06-23,Sergeant,1954,55.6162
6509,M,White,1967-11-13,Police Officer,1941,73.0667
12616,F,Black,1999-11-15,Police Officer,1967,22.8688
21502,M,White,1999-09-13,Police Officer,1976,22.7542
30848,M,Black,1968-04-15,Police Officer,1941,48.9744
4536,M,Black,2003-04-28,Police Officer,1967,69.2943
17140,M,Black,1991-05-22,Police Officer,1962,46.1656
8780,M,Hispanic,1994-09-06,Police Officer,1970,57.9382
1678,M,Hispanic,2003-02-24,Police Officer,1973,94.0357
3676,M,White,1995-09-05,Police Officer,1970,29.8040
1245,F,Black,2002-05-28,Field Training Officer,1971,31.9285
19669,M,White,1993-05-17,Sergeant,1969,40.9527
6837,M,Hispanic,1975-05-16,Police Officer,1949,21.1438
31892,M,Hispanic,2005-08-29,Police Officer,1978,88.7929
5412,M,Hispanic,2006-05-01,Police Officer,1978,90.3939
23416,F,White,1998-07-27,Police Officer,1968,32.8608
32104,M,White,2000-09-11,Police Officer,1975,96.2669
15972,M,White,1990-03-26,Police Officer,1963,65.1141
17339,M,White,1999-11-15,Police Officer,1970,74.0400
32200,M,White,1996-12-02,Sergeant,1965,88.5637
7140,M,White,1970-11-16,Sergeant,1939,20.5364
30814,M,Black,1977-04-04,Police Officer,1946,95.6630
11424,M,White,2004-04-26,Police Officer,1970,81.7890
26557,M,White,2006-06-26,Police Officer,1976,88.0371
26180,F,White,1989-12-26,Police Officer,1962,92.7936
11048,M,Hispanic,1990-08-27,Police Officer,1967,41.4314
25682,M,White,1970-01-19,Police Officer,1948,46.2553
31878,M,White,1997-05-05,Lieutenant,1972,95.3918
16639,F,Black,1989-12-26,Police Officer,1952,19.4115
23916,M,White,1995-06-05,Detective,1971,72.9854
31799,F,Hispanic,1993-05-17,Police Officer,1970,67.3188
13230,M,Black,1962-11-26,Police Officer,1936,26.6093
28255,M,Black,1986-11-17,Field Training Officer,1951,88.3153
10824,M,White,1998-11-30,Police Officer,1973,49.5243
13726,F,Black,1996-03-18,Police Officer,1965,63.9563
24206,F,White,1997-08-04,Police Officer,1964,42.3599
18073,F,Black,2000-09-11,Police Officer,1958,29.5442
32526,M,Black,2009-07-16,"",1963,
8026,M,Hispanic,1992-01-02,Commander,1970,78.7933
18295,M,White,1991-12-02,Sergeant,1963,98.9607
16777,M,Asian/Pacific,2002-12-02,Sergeant,1977,32.5933
2748,M,White,2003-10-27,Police Officer,1981,96.7889
14249,M,White,1971-10-12,Police Officer,1948,41.2623
30671,M,White,2000-08-14,Detective,1976,91.2766
20823,M,White,1986-06-16,Police Officer,1955,88.3141
3658,M,Black,2000-06-19,Police Officer,1968,77.5584
688,F,Black,1994-09-06,Police Officer,1970,24.5310
11019,M,Hispanic,1991-03-27,Police Officer,1962,46.0013
7818,M,White,1998-03-16,Sergeant,1971,83.1951
27755,M,White,1970-09-14,Police Officer,1948,90.1612
6564,M,White,2004-09-27,Field Training Officer,1981,69.1720
22382,F,Black,1987-04-13,Police Officer,1950,21.2805
17262,M,White,2012-11-30,Police Officer,1985,38.0880
16934,M,Hispanic,2000-06-19,Police Officer,1974,89.1177
973,M,Hispanic,1995-09-05,Police Officer,1971,25.2379
17909,M,Black,1962-03-12,Police Officer,1936,61.1148
10804,M,Black,2001-02-05,Police Officer,1967,73.9674
30094,M,Black,1967-12-18,Sergeant,1941,0.0000
4693,M,White,1981-06-08,Police Officer,1947,56.0738
12763,M,White,1998-06-29,Sergeant,1970,87.4976
32378,M,White,1994-08-01,Police Officer,1969,87.7574
5869,M,White,1959-12-16,Lieutenant,1935,69.4019
23939,M,Black,1976-03-08,Police Officer,1942,65.4232
29255,M,Hispanic,1994-05-31,Police Officer,1964,85.5451
8022,M,Hispanic,2000-09-11,Sergeant,1978,58.0299
29327,M,White,1973-06-04,Sergeant,1950,84.5621
19607,M,Hispanic,1998-07-27,Police Officer,1962,80.5319
14398,M,White,1968-04-15,Captain,1948,44.6702
4497,M,Black,1961-06-05,Lieutenant,1939,53.9886
26736,M,White,1966-03-28,Police Officer,1945,0.0000
24446,M,Hispanic,2007-04-30,Police Officer,1979,77.8916
30428,M,White,1968-09-16,Police Officer,1944,32.7966
19341,M,White,1970-09-14,Police Officer,1943,29.2081
30309,F,White,1994-10-03,Police Officer,1968,67.0972
2046,F,White,1985-07-01,Police Officer,1953,77.3787
10529,M,White,2001-08-27,Detective,1977,75.3085
29317,M,White,1957-10-16,Police Officer,1935,28.3782
13961,M,White,1973-02-19,Police Officer,1952,45.3371
12845,M,White,2006-11-27,Police Officer,1981,80.1230
16844,F,White,1992-01-02,Police Officer,1961,26.8962
32253,M,Black,1994-12-05,Police Officer,1969,82.6526
16071,M,White,1993-11-22,Sergeant,1965,98.1257
18910,M,White,1967-10-16,Detective,1947,55.4252
12310,F,White,1986-10-13,Lieutenant,1957,39.7147
22334,F,White,1966-06-27,Lieutenant,1941,37.5257
2043,M,White,1969-03-17,Detective,1948,32.4523
20249,M,White,1992-12-07,Lieutenant,1967,61.2663
9022,M,Black,1990-07-30,Police Officer,1964,65.6834
15883,M,Asian/Pacific,2001-03-26,Police Officer,1970,83.4053
