id,gender,race,appointed_date,rank,birth_year,complaint_percentile
26867,M,White,2013-03-05,Police Officer,1980,40.5220
24097,M,Hispanic,1995-09-05,Police Officer,1965,59.6806
9707,M,Hispanic,1998-10-26,Sergeant,1975,86.7105
18104,M,White,1986-09-08,Sergeant,1963,85.3043
29940,M,White,1998-06-29,Police Officer,1969,98.4831
8586,M,White,2000-06-19,Police Officer,1977,86.6570
906,M,Asian/Pacific,2011-10-17,Police Officer,1984,91.7389
3017,M,White,2001-12-17,Sergeant,1979,92.0293
15976,M,Hispanic,1986-10-13,Lieutenant,1956,93.1795
6264,M,White,2004-10-25,Police Officer,1971,92.3962
23383,M,Hispanic,2005-09-26,Police Officer,1981,61.6102
27468,M,White,2005-12-05,Police Officer,1980,55.5539
8935,M,Black,2003-09-29,Police Officer,1964,77.5133
22998,F,Black,2003-11-24,Police Officer,1971,42.3751
12521,M,White,1999-03-08,Police Officer,1970,66.7074
30349,M,Black,2006-05-01,Police Officer,1980,74.3304
32025,M,White,1992-09-28,Sergeant,1968,97.2221
20047,M,White,2006-06-26,Police Officer,1983,57.6554
13370,M,Black,2012-11-30,Police Officer,1978,61.6637
16530,F,Hispanic,1994-09-06,Police Officer,1966,50.7508
5101,M,Hispanic,2013-04-01,Police Officer,1975,41.2671
19245,F,White,1998-11-30,Lieutenant,1964,62.5463
22516,M,White,1991-12-16,Sergeant,1970,84.7503
23690,M,White,1991-12-02,Sergeant,1964,95.8160
20875,M,White,2003-01-27,Police Officer,1979,85.1706
3383,M,Black,1994-05-02,Police Officer,1963,95.7472
6430,M,White,1994-07-05,Police Officer,1966,54.1210
29005,M,White,2013-05-01,Police Officer,1986,42.0962
26968,M,White,2005-01-03,Police Officer,1978,70.0011
3324,F,Hispanic,2009-12-16,Police Officer,1981,65.3395
24822,M,White,2013-03-15,Police Officer,1983,79.2442
13737,M,Black,1994-05-02,Police Officer,1968,37.2779
18266,M,White,1991-11-18,Police Officer,1964,97.5354
27022,M,White,2005-08-29,Police Officer,1976,96.2821
7371,M,Black,2006-12-18,Police Officer,1968,83.4282
14812,M,White,2012-11-30,Police Officer,1986,38.0880
14271,M,White,2014-10-27,Police Officer,1988,64.2581
24658,M,Hispanic,2003-08-25,Police Officer,1977,70.2113
7618,M,White,1987-12-07,Detective,1964,64.3155
23260,M,Hispanic,1998-11-30,Police Officer,1959,58.3852
8425,M,Hispanic,1990-03-26,Sergeant,1960,75.0296
9105,M,Hispanic,1995-07-10,Police Officer,1970,92.1554
24556,M,Hispanic,1996-12-02,Detective,1971,88.5637
23643,F,White,1997-08-04,Field Training Officer,1958,87.3104
3882,M,Hispanic,1993-11-22,Detective,1968,68.1785
28779,M,Hispanic,2002-10-28,Sergeant,1978,52.9250
12000,M,White,2002-03-25,Police Officer,1970,89.5304
32364,F,Black,1997-03-17,Police Officer,1962,76.0651
27640,M,White,2009-03-09,Police Officer,1984,80.9048
3581,F,Black,1995-06-05,Police Officer,1970,25.0927
13069,M,Black,2003-04-28,Police Officer,1967,18.6772
3642,M,Hispanic,2000-01-24,Police Officer,1971,89.6718
10566,M,Hispanic,2016-06-27,Police Officer,1994,
5758,M,Black,2000-12-18,Police Officer,1971,63.3487
8041,M,Native American/Alaskan Native,2006-01-23,Police Officer,1980,91.1543
8342,M,White,1994-01-18,Police Officer,1969,86.1488
20185,M,Asian/Pacific,1999-11-29,Police Officer,1969,22.8879
14293,M,White,2005-08-29,Sergeant,1972,61.4077
7791,M,White,1994-01-18,Sergeant,1961,76.9439
13362,M,White,1996-12-02,Police Officer,1959,82.7213
1090,M,Black,1994-12-05,Police Officer,1964,47.2202
32037,F,White,2002-12-02,Police Officer,1980,71.9995
10719,M,White,2013-11-25,Police Officer,1982,73.4324
3057,M,Black,2006-09-25,Police Officer,1981,71.0634
9490,M,White,1990-03-26,Detective,1965,78.0100
1444,M,Hispanic,1999-10-04,Sergeant,1976,95.1588
567,M,White,2003-11-24,Police Officer,1979,34.2058
32218,M,White,1993-11-22,Detective,1964,59.8793
15375,M,White,2013-02-19,Police Officer,1987,64.1206
7882,F,White,1995-07-10,Police Officer,1973,55.8328
32123,M,White,2005-08-29,Police Officer,1980,79.6798
21286,M,White,1995-10-23,Police Officer,1972,97.5507
20089,M,Black,1997-03-17,Police Officer,1963,55.1221
17696,M,White,1994-05-31,Police Officer,1964,37.3658
23847,M,Black,2015-10-26,Police Officer,1988,
12677,M,White,1994-09-06,Sergeant,1969,90.3175
24111,M,Hispanic,2012-08-31,Police Officer,1984,83.3059
4038,M,White,2006-05-01,Police Officer,1976,90.3939
29546,M,White,2012-10-05,Police Officer,1981,74.9799
32401,M,Black,1999-10-04,Sergeant,1974,98.3952
25841,M,White,1996-05-06,Police Officer,1972,81.9839
22803,M,White,1998-06-29,Police Officer,1975,88.6057
840,M,Black,2000-08-14,Police Officer,1958,53.0396
14553,M,Asian/Pacific,2007-09-24,Police Officer,1973,44.5646
15055,M,White,2000-12-18,Police Officer,1976,93.1222
25302,M,Hispanic,2002-10-28,Police Officer,1977,92.3388
31936,M,White,2006-12-18,Police Officer,1982,90.1074
24452,M,Hispanic,2014-04-28,Police Officer,1981,0.0000
31406,M,White,2010-09-01,Police Officer,1979,44.6678
24301,F,White,1992-09-28,Lieutenant,1959,87.4556
2981,M,Black,1995-12-04,Police Officer,1967,79.7486
19839,F,White,1989-02-14,Police Officer,1962,63.6774
17679,F,Black,1987-03-09,Police Officer,1964,86.8366
32210,M,White,2005-10-31,Police Officer,1976,62.1107
29034,M,White,2006-07-31,Police Officer,1981,64.8963
9805,M,Black,1996-07-08,Police Officer,1968,45.3899
7250,F,Black,2009-03-09,Field Training Officer,1973,69.3248
32106,M,White,2003-09-29,Police Officer,1978,61.0638
11847,M,White,2006-05-01,Police Officer,1975,99.5338
11763,M,Black,1993-05-17,Police Officer,1970,82.0565
29236,M,Hispanic,1998-02-17,Sergeant,1966,79.7906
26156,M,White,2003-04-28,Police Officer,1973,72.9663
15421,M,White,2002-09-30,Police Officer,1978,67.7315
11898,M,White,2006-11-27,Police Officer,1983,88.0364
10360,M,Hispanic,2013-07-15,Police Officer,1977,68.9007
19496,M,White,2013-07-15,Police Officer,1988,44.1787
15315,M,White,1996-05-06,Police Officer,1963,57.3879
5750,M,Black,2000-12-18,Police Officer,1959,84.6624
31840,F,White,2002-09-30,Police Officer,1975,71.5372
10309,M,Hispanic,2006-10-30,Police Officer,1977,21.1914
12514,M,White,1986-12-22,Police Officer,1963,56.9371
23258,M,Hispanic,1998-08-31,Police Officer,1970,85.2623
9704,M,Hispanic,2003-10-27,Police Officer,1972,89.7329
8063,M,Hispanic,1991-02-27,Police Officer,1965,85.8622
21386,M,Hispanic,1996-12-02,Police Officer,1972,62.0534
18354,F,Black,1990-03-26,Lieutenant,1953,84.4102
9697,M,Hispanic,2002-04-29,Police Officer,1978,98.8537
27278,M,Black,1996-05-06,Sergeant,1964,85.8087
6867,M,Hispanic,2012-11-30,Police Officer,1987,76.3746
6456,M,Hispanic,2004-01-26,Police Officer,1978,34.5573
20453,M,White,2006-12-18,Police Officer,1983,88.2007
16299,F,White,1999-09-13,Sergeant,1969,64.1855
9459,M,Hispanic,1994-08-01,Police Officer,1970,89.3508
1148,M,White,2002-10-28,Sergeant,1977,93.8099
10246,F,Hispanic,2000-02-28,Police Officer,1968,74.6819
12827,M,White,2000-10-10,Police Officer,1956,42.4248
4097,F,Black,1998-11-30,Detective,1954,33.2658
6322,F,White,2002-10-28,Field Training Officer,1973,46.7311
135,M,White,2002-09-30,Field Training Officer,1971,71.5372
21350,F,White,2004-01-26,Police Officer,1981,83.3747
25343,M,White,1997-09-02,Police Officer,1960,59.9060
16546,M,Hispanic,2009-03-09,Police Officer,1984,69.3248
6111,F,White,2001-10-29,Detective,1963,31.0305
29841,M,Black,1991-01-30,Sergeant,1951,99.5275
16824,F,White,1995-12-04,Police Officer,1955,52.8486
7959,M,White,1990-03-26,Police Officer,1960,84.1313
19647,M,Black,2013-03-05,Police Officer,1987,78.9958
4119,M,White,1986-07-14,Lieutenant,1961,75.2130
18819,M,Hispanic,2007-07-30,Police Officer,1981,78.7628
14549,M,Asian/Pacific,1999-05-10,Police Officer,1972,79.9778
739,M,White,1993-05-17,Police Officer,1954,48.8212
25098,M,White,2001-08-27,Sergeant,1979,80.3370
5428,F,White,1996-03-18,Police Officer,1964,25.4900
15941,M,Asian/Pacific,2012-10-31,Police Officer,1984,84.5631
9475,M,White,2015-02-23,Police Officer,1992,0.0000
30197,M,White,2006-07-31,Police Officer,1979,93.1680
3793,M,Hispanic,2006-06-26,Police Officer,1972,91.8230
31859,M,Black,1991-12-16,Sergeant,1966,99.4421
24413,M,Hispanic,1992-12-07,Police Officer,1968,51.7901
23725,M,Hispanic,2000-08-14,Police Officer,1964,92.0102
19227,M,Hispanic,1998-06-29,Police Officer,1973,89.5571
25374,F,Hispanic,2013-02-19,Police Officer,1986,
27357,M,White,2003-02-24,Police Officer,1973,75.8817
31928,M,White,1995-08-07,Sergeant,1964,87.9447
2849,M,Black,1995-10-23,Police Officer,1973,77.8266
32019,M,Hispanic,2004-09-27,Police Officer,1979,94.6773
15553,M,White,1995-06-05,Police Officer,1967,59.1418
25075,F,Asian/Pacific,1995-08-07,Detective,1973,39.2113
8899,F,Hispanic,2001-10-29,Police Officer,1967,50.5063
6223,M,Black,2003-04-28,Police Officer,1978,92.0981
29487,M,Hispanic,2013-12-02,Police Officer,1978,73.7916
8597,M,Black,1990-08-27,Police Officer,1953,66.3521
19017,M,White,1987-12-07,Sergeant,1964,38.3554
18421,M,White,1996-07-08,Police Officer,1961,70.2380
32121,M,White,2007-04-30,Police Officer,1977,92.1936
30938,M,White,1991-11-18,Police Officer,1962,46.7120
25965,M,White,1995-09-05,Sergeant,1971,63.1462
24448,M,Hispanic,2014-10-27,Police Officer,1985,64.2581
16484,M,White,1986-10-13,Sergeant,1964,56.9371
7100,M,Black,2013-04-01,Police Officer,1986,41.2671
16648,M,White,2003-04-28,Police Officer,1978,40.8162
10332,M,Hispanic,2000-09-11,Sergeant,1970,89.4807
8662,F,White,1991-12-16,Police Officer,1967,59.7914
27983,M,White,2005-12-05,Police Officer,1975,85.6177
9362,M,Hispanic,1985-11-18,Sergeant,1957,55.1988
20267,M,Hispanic,1991-03-27,Sergeant,1967,26.4415
11193,M,Black,1996-08-05,Detective,1963,40.6060
1364,M,White,1998-09-28,Police Officer,1975,62.1528
26653,M,White,2013-02-19,Police Officer,1987,86.7449
10203,M,White,1994-07-05,Police Officer,1967,83.3747
31397,M,Asian/Pacific,2004-10-25,Police Officer,1979,95.9383
27309,M,White,2006-10-30,Police Officer,1983,71.3996
2606,M,Black,2012-10-31,Police Officer,1977,37.4804
19161,M,Black,2007-06-04,Police Officer,1970,61.2357
22695,F,White,1986-03-31,Lieutenant,1953,54.6237
7501,M,Black,1989-12-26,Police Officer,1962,64.8275
24348,F,Hispanic,2013-03-05,Detective,1986,64.6976
6591,M,Hispanic,2007-04-02,Police Officer,1982,88.8541
21987,M,Black,2003-02-24,Police Officer,1972,96.2554
22310,M,Black,1997-09-02,Sergeant,1971,26.5370
29389,M,Hispanic,1986-09-08,Sergeant,1961,66.4514
4182,M,Asian/Pacific,2000-12-18,Police Officer,1966,42.7534
20658,M,White,1998-06-29,Police Officer,1963,87.4976
12062,F,Hispanic,2006-11-27,Police Officer,1978,71.6480
31425,M,Black,1997-09-02,Police Officer,1968,85.1133
12383,M,White,1995-09-05,Police Officer,1971,96.2363
11606,F,White,2013-03-05,Police Officer,1984,40.5220
27620,M,Black,1990-03-26,Police Officer,1967,94.0660
32827,F,Black,2017-06-16,"",1989,
7835,F,White,2001-12-17,Sergeant,1968,56.2225
24845,M,Hispanic,2004-01-26,Police Officer,1972,71.4111
26902,M,Black,1999-10-25,Police Officer,1967,91.1620
29485,M,Hispanic,2006-05-22,Police Officer,1980,81.8960
25390,M,Hispanic,2006-01-23,Police Officer,1979,56.0506
11158,F,White,2013-07-15,Police Officer,1981,44.1787
4692,M,White,1999-03-08,Police Officer,1967,83.2104
1744,F,White,2002-03-25,Police Officer,1967,91.5555
19536,M,Hispanic,1999-06-21,Detective,1974,67.2271
31794,M,Black,2003-09-29,Police Officer,1979,55.3781
29096,M,White,2002-10-28,Police Officer,1977,46.7311
12824,M,White,1999-10-04,Detective,1972,82.4959
1219,M,White,1994-10-03,Sergeant,1969,92.0943
27671,M,White,2012-08-01,Detective,1978,35.9979
31368,M,Hispanic,2014-08-25,Police Officer,1981,60.4639
1,M,White,2005-09-26,Sergeant,1971,61.6102
15957,M,Black,1999-11-15,Sergeant,1970,81.0630
32203,M,Hispanic,1987-12-07,Police Officer,1963,48.4238
29134,M,White,1999-03-08,Lieutenant,1975,81.7088
2817,M,White,2012-08-31,Police Officer,1986,83.3059
18591,M,White,2002-10-28,Police Officer,1978,93.1183
15627,M,Hispanic,2010-09-01,Police Officer,1975,44.6678
7107,F,Hispanic,2014-08-25,Police Officer,1987,60.4639
16063,M,White,2011-10-17,Police Officer,1982,83.8791
28516,M,White,1997-07-07,Police Officer,1971,78.7207
18602,M,White,1999-10-25,Police Officer,1973,84.3032
24128,M,White,1995-06-05,Police Officer,1969,99.3581
19505,F,Black,2006-09-25,Police Officer,1967,41.2327
22289,F,Hispanic,2012-12-14,Police Officer,1985,62.2215
9479,M,White,1998-09-28,Police Officer,1968,92.7936
32140,M,White,1994-05-02,Police Officer,1969,57.3879
6502,M,White,1995-10-23,Sergeant,1971,63.4099
13195,M,White,1999-08-02,Police Officer,1975,78.3921
2110,M,White,2006-05-01,Detective,1981,74.3304
10410,M,White,1995-10-23,Police Officer,1962,52.6040
4931,M,Black,2002-10-28,Police Officer,1978,58.3929
1344,M,Black,1998-05-26,Police Officer,1969,96.9050
4197,M,Hispanic,2013-06-03,Police Officer,1974,43.0897
1262,M,White,2009-12-16,Police Officer,1983,96.0682
5999,M,White,1992-06-29,Detective,1970,47.6291
15029,F,White,2012-10-05,Police Officer,1982,60.1162
25273,M,Hispanic,1998-04-13,Police Officer,1973,94.8722
4091,M,White,2006-06-26,Police Officer,1973,98.8728
12588,M,Black,1988-12-05,Police Officer,1959,74.7927
4406,F,Hispanic,2014-05-27,Police Officer,1986,0.0000
14518,M,White,1999-07-12,Detective,1973,17.3971
9929,M,White,2001-02-05,Police Officer,1963,36.3265
22442,F,White,2006-12-18,Police Officer,1981,51.2743
21233,M,White,1999-03-08,Police Officer,1974,63.2532
25326,M,Hispanic,2017-01-17,Police Officer,1983,
23775,M,Asian/Pacific,2004-09-27,Police Officer,1977,88.5446
18458,F,White,2006-09-25,Police Officer,1983,58.4311
10663,M,Black,1991-12-02,Police Officer,1962,91.4677
3605,M,White,2004-11-29,Police Officer,1979,99.8510
13237,M,White,1991-12-02,Police Officer,1965,65.2669
29300,M,White,2006-01-23,Police Officer,1975,39.2343
31251,M,White,1997-08-04,Police Officer,1973,86.3093
29437,F,Hispanic,2013-03-05,Police Officer,1986,78.9958
902,M,Black,1996-03-18,Police Officer,1965,86.6111
24359,M,Hispanic,1995-09-05,Police Officer,1969,89.3387
30893,M,White,1999-05-10,Sergeant,1975,98.5480
18732,M,Black,2011-10-17,Police Officer,1974,77.0013
31526,F,White,1997-09-02,Police Officer,1971,42.4974
24186,M,White,2010-09-01,Police Officer,1983,97.2107
31629,M,White,1993-12-13,Police Officer,1966,98.0131
17738,M,Hispanic,1993-11-22,Detective,1964,76.6153
29359,F,Hispanic,2009-03-09,Police Officer,1978,50.6095
22488,M,White,1995-01-03,Detective,1966,91.7695
10446,F,White,1995-06-05,Lieutenant,1972,55.6761
12039,M,Hispanic,2002-08-26,Police Officer,1964,39.3336
28919,M,Asian/Pacific,2009-12-16,Police Officer,1981,65.3395
10815,M,White,2012-12-14,Police Officer,1979,38.5885
9316,M,Hispanic,1999-09-13,Police Officer,1968,95.5600
17803,M,White,2013-03-15,Police Officer,1984,40.7550
31386,M,White,1992-09-28,Detective,1965,92.0446
21671,F,White,2004-10-25,Police Officer,1979,97.1992
1704,M,White,1994-05-02,Detective,1970,66.4514
25286,M,Hispanic,2017-01-17,Police Officer,1989,
32127,M,White,1997-08-04,Police Officer,1970,86.3093
18824,M,Hispanic,2006-08-28,Police Officer,1977,58.1178
22475,F,Black,1996-05-06,Police Officer,1962,67.1621
25773,M,White,2000-08-14,Lieutenant,1978,23.5337
23279,F,White,2009-12-16,Police Officer,1981,41.0301
6162,M,White,2013-05-01,Police Officer,1983,66.3979
6352,F,Hispanic,1998-08-31,Police Officer,1964,74.2463
16570,F,Hispanic,1994-05-02,Field Training Officer,1968,37.2779
16230,M,White,2007-07-09,Police Officer,1982,53.3453
27150,M,Black,2000-01-24,Police Officer,1967,68.5835
6597,M,Hispanic,2014-04-28,Police Officer,1981,54.6139
7628,F,White,1999-03-08,Police Officer,1973,75.3238
28852,M,White,2012-08-31,Police Officer,1982,0.0000
30796,F,Black,2004-09-27,Police Officer,1972,58.2897
15842,M,White,2007-04-30,Police Officer,1979,86.9780
32165,F,White,1991-12-02,Police Officer,1959,93.3132
32052,M,White,1998-04-13,Police Officer,1970,99.0333
31881,M,Black,2005-10-31,Police Officer,1977,99.1250
17757,M,White,1993-12-13,Police Officer,1966,59.9710
32300,M,White,2000-02-28,Detective,1976,34.9585
6952,M,White,1991-11-18,Detective,1964,43.0897
28537,F,Black,2000-12-18,Police Officer,1970,48.5537
18001,M,White,2010-09-01,Police Officer,1984,64.9981
16977,M,White,2013-07-15,Police Officer,1979,44.1787
16175,M,White,2002-08-26,Police Officer,1969,39.3336
3082,M,Black,2001-10-29,Police Officer,1973,96.3777
244,F,Black,2006-08-28,Police Officer,1975,79.4505
21221,M,White,2003-09-29,Sergeant,1980,86.5041
4844,M,Black,1986-06-16,Police Officer,1959,98.4257
388,M,Hispanic,2003-08-25,Sergeant,1970,65.9432
30571,M,White,2015-04-06,Police Officer,1990,93.1986
19785,M,White,2005-09-26,Police Officer,1982,94.5245
13114,M,Black,2013-04-01,Police Officer,1979,41.2671
21362,M,White,2004-01-26,Police Officer,1974,96.1904
17647,M,White,1999-10-25,Police Officer,1966,99.7516
13706,F,Black,1995-07-10,Police Officer,1970,52.1914
31852,M,Hispanic,1999-10-25,Police Officer,1973,99.0753
23254,M,Hispanic,2002-10-28,Field Training Officer,1974,80.6236
32420,M,White,1995-06-05,Police Officer,1971,98.2614
5739,M,White,1992-09-28,Lieutenant,1967,98.6970
26920,M,White,1989-12-26,Sergeant,1959,86.4163
10251,M,Hispanic,2012-11-30,Police Officer,1985,38.0880
18959,M,White,2001-12-17,Police Officer,1971,96.4732
16617,M,White,1996-11-04,Commander,1972,93.7756
7537,M,Black,2006-07-31,Police Officer,1972,64.8963
20742,M,Black,1995-08-07,Police Officer,1972,48.1907
18063,M,Black,1996-03-18,Police Officer,1971,57.1472
6532,M,White,1994-08-01,Police Officer,1964,50.6477
28770,M,Hispanic,2009-12-16,Police Officer,1977,90.3557
30157,F,Black,1999-06-21,Police Officer,1976,67.8695
23049,M,White,2012-07-02,Police Officer,1974,57.7318
24144,M,White,2013-06-03,Police Officer,1981,43.0897
14066,M,White,1998-11-30,Police Officer,1973,77.1694
26014,M,Hispanic,2002-09-30,Police Officer,1975,67.7315
21326,M,White,2007-07-09,Police Officer,1984,68.5377
25909,F,White,1987-12-07,Captain,1964,54.2318
23930,F,Black,2016-02-29,Police Officer,1992,
11227,M,White,2005-01-03,Police Officer,1973,52.6308
4229,M,White,2015-02-23,Police Officer,1989,0.0000
22815,F,Black,2001-12-17,Police Officer,1968,61.1784
642,M,Black,2006-09-25,Police Officer,1978,93.4202
7028,M,Black,2009-12-16,Police Officer,1984,84.0510
19722,F,White,2004-11-29,Police Officer,1979,58.8285
25507,M,White,1999-07-12,Police Officer,1972,91.5708
11413,M,Black,1993-12-13,Police Officer,1969,89.5113
31422,M,White,1992-06-29,Police Officer,1963,99.4383
306,M,Hispanic,1995-02-06,Police Officer,1967,65.0644
16183,F,Black,2004-11-29,Police Officer,1972,85.2738
7323,M,White,1998-06-08,Police Officer,1966,84.9681
21514,M,Hispanic,1986-08-11,Detective,1963,93.8405
19383,F,Black,1991-12-02,Police Officer,1968,30.9197
13209,M,Black,2006-06-26,Police Officer,1979,97.0922
32017,M,Asian/Pacific,1998-11-30,Police Officer,1967,94.9601
22529,M,White,2006-03-27,Police Officer,1979,94.4175
10800,F,White,1994-10-03,Sergeant,1968,77.9527
2812,M,White,1994-08-01,Sergeant,1953,61.7974
18138,F,Black,1993-12-13,Sergeant,1969,59.9710
21388,M,Hispanic,2000-01-24,Sergeant,1974,56.5855
25665,M,White,2005-08-29,Police Officer,1981,84.9528
26991,M,Hispanic,2003-11-24,Sergeant,1980,83.0461
22749,M,Hispanic,1992-06-29,Police Officer,1966,72.5918
4951,M,Black,2013-03-05,Police Officer,1985,40.5220
32172,M,White,1993-12-13,Police Officer,1963,98.8384
9523,M,Hispanic,1994-07-05,Detective,1963,92.9655
11822,M,Black,1991-01-30,Police Officer,1962,74.3571
20724,F,White,2005-01-03,Police Officer,1965,52.6308
13010,M,Hispanic,2005-10-31,Police Officer,1976,83.0232
650,M,Black,1997-07-07,Police Officer,1965,99.8586
10760,M,White,2000-08-14,Sergeant,1976,85.5642
2113,M,White,2000-08-14,Sergeant,1974,96.2134
17718,M,Hispanic,2006-06-26,Police Officer,1978,74.8730
1037,M,White,1994-08-01,Police Officer,1959,99.0218
13270,M,White,1995-02-06,Police Officer,1967,82.9124
5372,M,Hispanic,2004-04-26,Police Officer,1971,81.7890
17599,M,Hispanic,2001-03-26,Police Officer,1976,74.2960
13742,M,Black,2001-05-29,Police Officer,1968,82.0183
7432,F,White,2004-04-26,Police Officer,1966,72.1486
13574,M,Black,2003-09-29,Police Officer,1969,74.1622
20827,F,White,1992-12-07,Sergeant,1965,58.2209
16206,M,White,1998-06-29,Police Officer,1973,92.5910
15437,M,White,1991-01-30,Sergeant,1962,63.8684
24662,F,Hispanic,2012-08-31,Police Officer,1980,88.9916
2456,M,White,2006-10-30,Police Officer,1977,65.8324
32111,M,White,1998-12-14,Police Officer,1971,86.9245
14691,M,White,2001-04-30,Sergeant,1976,97.0005
28510,F,White,1995-02-06,Police Officer,1964,47.4800
2191,M,White,1998-10-13,Field Training Officer,1960,87.8912
27205,M,White,2007-06-04,Police Officer,1983,73.5203
24612,M,White,1993-11-22,Sergeant,1970,89.4234
31846,M,White,2003-11-24,Police Officer,1980,91.9644
4101,M,White,1998-07-27,Police Officer,1971,71.4493
19287,M,White,2013-03-15,Police Officer,1986,64.9803
6321,M,Black,2012-11-30,Field Training Officer,1988,76.3746
23950,M,White,2008-04-28,Sergeant,1981,56.7613
26776,M,Black,1990-08-27,Police Officer,1966,65.7407
31819,M,White,2006-11-27,Police Officer,1978,83.2907
32196,F,Black,2008-05-19,Police Officer,1979,72.1600
26363,M,White,1992-12-07,Police Officer,1958,96.7789
18690,M,White,1999-05-10,Police Officer,1975,55.1412
26632,M,White,2006-01-23,Police Officer,1980,39.2343
21774,M,White,1999-06-21,Lieutenant,1976,86.4736
27677,M,White,2000-02-28,Police Officer,1977,34.9585
22729,M,White,1997-07-07,Sergeant,1971,72.0912
20030,F,White,1986-06-16,Police Officer,1958,91.9797
22789,M,Hispanic,1995-12-04,Field Training Officer,1971,97.0540
17931,M,White,1999-06-21,Police Officer,1970,90.8563
14476,M,White,2005-08-29,Sergeant,1982,90.5200
25178,M,Hispanic,1993-11-22,Police Officer,1965,94.9028
32152,M,White,1995-09-05,Sergeant,1965,66.0120
29055,M,Black,1993-11-22,Police Officer,1964,53.1351
781,F,Hispanic,2013-03-05,Police Officer,1986,40.5220
32146,M,White,1995-01-03,Police Officer,1967,51.1788
9045,F,Hispanic,2000-09-11,Sergeant,1977,29.5442
15778,M,White,2001-12-17,Police Officer,1972,94.7041
27910,F,Black,2016-08-29,Police Officer,1988,
23514,M,Black,2006-11-27,Police Officer,1978,80.1230
17508,M,White,1991-01-02,Sergeant,1967,96.5190
17598,M,Hispanic,1998-10-26,Police Officer,1973,44.3583
7542,M,Black,1995-12-04,Police Officer,1953,49.2721
11818,F,Black,1991-01-02,Sergeant,1966,37.6676
6849,M,Hispanic,2015-08-31,Police Officer,1988,
10468,M,White,2012-10-05,Detective,1981,89.6374
31760,M,Hispanic,1999-10-25,Police Officer,1968,89.2553
9428,M,Hispanic,2007-09-24,Police Officer,1983,33.3384
10805,M,White,1999-11-29,Police Officer,1976,74.1584
21200,F,White,1995-10-23,Sergeant,1972,52.6040
17101,M,White,1998-03-16,Sergeant,1971,43.4718
32284,M,White,1996-11-04,Police Officer,1967,99.5950
5103,M,White,2004-10-25,Police Officer,1974,73.4745
18624,M,White,2006-07-31,Police Officer,1983,97.8144
24620,M,White,2009-03-09,Sergeant,1984,37.5836
12880,M,White,2013-04-01,Police Officer,1988,65.5649
5406,M,Hispanic,2001-04-30,Police Officer,1978,97.2794
18581,F,White,2004-04-26,Police Officer,1965,50.6324
27161,M,White,1995-02-06,Sergeant,1966,92.9426
10000,M,White,2000-01-24,Sergeant,1968,56.5855
23331,M,White,2003-10-27,Police Officer,1981,94.2837
32101,M,Black,2005-08-29,Police Officer,1972,54.7591
13496,M,Black,2002-10-28,Police Officer,1980,71.7435
8302,M,White,1997-07-07,Police Officer,1961,31.6992
16524,F,Hispanic,2012-07-02,Police Officer,1983,35.6578
9396,M,White,2000-10-10,Sergeant,1978,75.9734
10989,F,White,1999-03-08,Police Officer,1971,44.9964
11572,M,White,1999-11-29,Police Officer,1969,51.6258
26146,M,White,1991-12-16,Detective,1969,38.9974
22278,M,Hispanic,2006-02-21,Police Officer,1976,77.7960
20088,F,Black,1994-08-01,Police Officer,1956,70.0279
16733,M,Hispanic,2004-10-25,Sergeant,1970,95.4186
31130,M,White,2003-09-29,Police Officer,1977,82.6258
13359,M,White,1997-07-07,Police Officer,1972,88.3726
9227,M,White,2004-09-27,Police Officer,1973,44.4079
23492,M,White,2000-12-18,Lieutenant,1978,94.2952
17351,M,White,2001-10-29,Police Officer,1979,86.1564
12147,M,Hispanic,1999-10-25,Police Officer,1976,96.9203
23534,M,Black,1990-07-30,Police Officer,1952,94.3535
23429,M,Hispanic,2013-04-01,Police Officer,1982,41.2671
5205,M,White,1999-09-13,Police Officer,1967,96.2630
27003,M,White,1995-12-04,Police Officer,1959,60.9964
16256,M,Asian/Pacific,2006-09-25,Police Officer,1975,71.0634
9910,M,White,1991-01-30,Police Officer,1959,61.7859
28669,M,Black,2006-05-01,Police Officer,1978,81.7393
6914,M,White,2012-10-31,Police Officer,1988,97.0387
9094,M,White,2002-03-25,Police Officer,1975,88.2465
30411,M,White,2004-11-29,Police Officer,1979,52.3175
31538,F,White,2013-02-19,Police Officer,1980,0.0000
21516,F,Hispanic,2001-05-29,Police Officer,1973,74.6552
4791,M,White,2010-04-16,Police Officer,1973,85.4304
22827,F,White,1982-06-14,Sergeant,1960,86.2787
11692,M,Black,2007-09-24,Police Officer,1972,74.8156
21210,M,White,2007-07-30,Police Officer,1976,61.8547
28367,M,White,2002-10-28,Sergeant,1977,63.7270
18526,M,White,2004-11-29,Police Officer,1981,44.8588
1788,M,Black,2008-04-28,Police Officer,1972,92.9540
5265,M,White,1991-05-22,Sergeant,1967,76.3173
22824,M,White,2003-02-24,Police Officer,1980,89.8628
21491,M,White,2001-10-29,Police Officer,1978,44.5035
11347,M,White,2004-01-26,Police Officer,1976,81.1585
26189,M,Black,2002-02-25,Police Officer,1968,66.1648
23261,M,White,2004-09-27,Police Officer,1968,44.4079
23928,M,Black,1980-02-11,Detective,1954,66.4514
24401,F,White,2013-04-01,Police Officer,1984,41.2671
12261,M,White,1993-05-17,Detective,1969,92.6063
